fecha,pais,producto,spread_pct,spread_pct_lag_1,precio_base_lag_1,tendencia_30_dias_num,mes,trimestre,spread_pct_real,spread_pct_predicho_lstm,error_absoluto,direccion_real,direccion_predicha,acierto_direccion,nivel_volatilidad_real,nivel_volatilidad_pred,alerta_cobertura,modelo,mae_global,rmse_global,da_global_pct,anio,mes_num
2022-12-15,México,Soja,0.2541541814219558,0.1796657106122046,505.55,1,12,4,0.2541541814219558,0.1764616,0.07769257420416709,Sube,Baja,0,Alta (>18%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,España,Leche,0.1278200116955463,0.1376308786590066,402.09,-1,12,4,0.1278200116955463,0.17897172,0.05115171102650723,Baja,Sube,0,Media (12-18%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,Kenia,Soja,0.1181094868280797,0.2147940599607734,535.35,0,12,4,0.11810948682807969,0.1678859,0.04977641271568252,Baja,Baja,1,Baja (<12%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,India,Arroz,0.1181889675317379,0.1724990204057028,331.77,0,12,4,0.11818896753173791,0.17369065,0.05550167935508765,Baja,Sube,0,Baja (<12%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,Argentina,Carne_bovina,0.2357065967850393,0.1044670517660494,3957.42,0,12,4,0.23570659678503933,0.1684534,0.06725320141837063,Sube,Sube,1,Alta (>18%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,México,Arroz,0.2525237660770522,0.1285290673045774,401.31,-1,12,4,0.2525237660770522,0.16462848,0.08789529017258746,Sube,Sube,1,Alta (>18%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,Nueva Zelanda,Maíz,0.2086407252037225,0.1620530800277222,245.29,-1,12,4,0.2086407252037225,0.1499196,0.058721125909060035,Sube,Baja,0,Alta (>18%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,Alemania,Soja,0.1547802800662042,0.1424060815702678,497.24,1,12,4,0.1547802800662042,0.16061848,0.005838203954028953,Sube,Sube,1,Media (12-18%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,Australia,Soja,0.1830503864548153,0.150631034744925,526.12,1,12,4,0.1830503864548153,0.16276245,0.020287938263172545,Sube,Sube,1,Alta (>18%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,Estados Unidos,Leche,0.1450184190545822,0.2024115217148598,358.28,1,12,4,0.1450184190545822,0.1694943,0.024475882026121526,Baja,Baja,1,Media (12-18%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
2022-12-15,Brasil,Trigo,0.1167619112027864,0.170394469296462,319.67,1,12,4,0.11676191120278638,0.17376016,0.05699824960100848,Baja,Sube,0,Baja (<12%),Media (12-18%),Normal,LSTM ventana=3,0.04414,0.05234,50.0,2022,12
