fecha,pais,producto,precio_usd_ton,volumen_operado_ton,tendencia_30_dias,mercado_principal,precio_min_mes,precio_max_mes,anio,mes,tendencia_30_dias_num,flag_precio_fuera_rango,spread_precio,spread_pct
2021-02-15,México,Arroz,351.91,4038,estable,UE,304.45,364.84,2021,2,0,0,60.389999999999986,0.1716063766303884
2021-02-15,México,Leche,328.34,3762,subiendo,China,301.3,343.58,2021,2,1,0,42.27999999999997,0.12876895900590843
2021-02-15,México,Carne_porcina,2525.21,6792,subiendo,Oriente Medio,2196.98,2725.29,2021,2,1,0,528.31,0.20921428316852853
2021-02-15,Kenia,Trigo,237.88,15326,bajando,África,213.2,267.91,2021,2,-1,0,54.710000000000036,0.22998991087943516
2021-02-15,Kenia,Carne_porcina,2322.99,38489,subiendo,Sudeste Asiático,2163.7,2515.99,2021,2,1,0,352.28999999999996,0.1516536877042088
2021-02-15,Kenia,Soja,529.77,10345,estable,Japón,518.07,597.62,2021,2,0,0,79.54999999999995,0.1501595031806255
2021-02-15,Nueva Zelanda,Trigo,244.45,37341,subiendo,Sudeste Asiático,232.57,260.22,2021,2,1,0,27.650000000000034,0.11311106565759883
2021-02-15,Nueva Zelanda,Carne_porcina,2438.41,37063,estable,Estados Unidos,2201.81,2554.37,2021,2,0,0,352.55999999999995,0.14458602121874498
2021-02-15,Nueva Zelanda,Maíz,207.08,9135,subiendo,UE,193.97,223.37,2021,2,1,0,29.400000000000006,0.14197411628356194
2021-02-15,España,Carne_porcina,2597.55,37992,estable,UE,2479.18,2746.0,2021,2,0,0,266.82000000000016,0.10271987064734082
2021-02-15,España,Maíz,163.24,30694,bajando,Estados Unidos,147.31,179.2,2021,2,-1,0,31.889999999999986,0.19535653026219055
2021-02-15,España,Carne_bovina,4214.07,28573,estable,Oriente Medio,4058.34,4658.15,2021,2,0,0,599.8099999999995,0.14233508223641267
2021-03-15,Argentina,Leche,385.17,129590,subiendo,México,334.66,432.1,2021,3,1,0,97.44,0.2529792039878495
2021-03-15,Argentina,Carne_bovina,4235.11,75064,subiendo,África,3911.1,4481.91,2021,3,1,0,570.81,0.13478044253868257
2021-03-15,Argentina,Carne_porcina,2855.22,60974,subiendo,Japón,2467.15,3223.81,2021,3,1,0,756.6599999999999,0.26500935129342046
2021-03-15,Brasil,Leche,387.91,275378,bajando,China,350.29,430.96,2021,3,-1,0,80.66999999999996,0.20796060941971065
2021-03-15,Brasil,Soja,570.51,258663,estable,UE,518.84,612.9,2021,3,0,0,94.05999999999995,0.16487002857092767
2021-03-15,Brasil,Trigo,358.14,141181,estable,Japón,318.83,409.21,2021,3,0,0,90.38,0.25235941252024346
2021-03-15,Estados Unidos,Carne_porcina,2550.47,397363,estable,África,2383.48,2899.4,2021,3,0,0,515.9200000000001,0.20228428485730085
2021-03-15,Estados Unidos,Soja,526.84,344205,subiendo,México,504.52,598.83,2021,3,1,0,94.31000000000006,0.17901070533748398
2021-03-15,Estados Unidos,Carne_bovina,4651.25,111763,subiendo,Oriente Medio,4159.95,5076.38,2021,3,1,0,916.4300000000003,0.19702875571083048
2021-03-15,India,Leche,355.78,48433,bajando,México,306.74,388.37,2021,3,-1,0,81.63,0.22943954128956098
2021-03-15,India,Soja,509.62,29085,subiendo,China,470.39,573.39,2021,3,1,0,103.0,0.20211137710450924
2021-03-15,India,Arroz,345.89,48198,subiendo,África,319.7,396.89,2021,3,1,0,77.19,0.2231634334615051
2021-03-15,China,Leche,391.25,259018,estable,Estados Unidos,344.8,439.57,2021,3,0,0,94.76999999999998,0.24222364217252393
2021-03-15,China,Maíz,193.62,378225,subiendo,China,185.53,201.62,2021,3,1,0,16.090000000000003,0.08310091932651587
2021-03-15,China,Trigo,310.94,400075,estable,Oriente Medio,288.57,353.83,2021,3,0,0,65.25999999999999,0.2098797195600437
2021-03-15,Francia,Arroz,354.51,26374,estable,Japón,304.79,392.4,2021,3,0,0,87.60999999999996,0.24712984118924702
2021-03-15,Francia,Maíz,218.91,2670,subiendo,UE,196.75,224.88,2021,3,1,0,28.129999999999995,0.1285002969256772
2021-03-15,Francia,Carne_porcina,2476.37,42278,estable,UE,2381.07,2629.36,2021,3,0,0,248.28999999999996,0.10026369242076102
2021-03-15,Alemania,Arroz,386.02,39172,bajando,Oriente Medio,359.58,396.26,2021,3,-1,0,36.68000000000001,0.09502098336873739
2021-03-15,Alemania,Leche,359.22,18702,subiendo,Sudeste Asiático,325.92,394.37,2021,3,1,0,68.44999999999999,0.19055175101609037
2021-03-15,Alemania,Soja,466.79,30427,subiendo,Oriente Medio,443.07,501.11,2021,3,1,0,58.04000000000002,0.1243385676642602
2021-03-15,Australia,Soja,497.38,34135,estable,Sudeste Asiático,469.65,560.74,2021,3,0,0,91.09000000000003,0.18313965177530264
2021-03-15,Australia,Carne_bovina,4648.4,52197,estable,UE,4415.91,4900.63,2021,3,0,0,484.72000000000025,0.10427674038378804
2021-03-15,Australia,Leche,354.83,149863,bajando,UE,346.36,371.08,2021,3,-1,0,24.71999999999997,0.06966716455767542
2021-03-15,México,Arroz,416.05,21591,bajando,Estados Unidos,364.6,473.91,2021,3,-1,0,109.31,0.26273284461002283
2021-03-15,México,Soja,497.96,6187,bajando,China,436.53,572.4,2021,3,-1,0,135.87,0.27285324122419474
2021-03-15,México,Maíz,236.06,6150,estable,Estados Unidos,200.67,244.24,2021,3,0,0,43.57000000000002,0.18457171905447778
2021-03-15,Kenia,Leche,401.4,21824,subiendo,Sudeste Asiático,367.06,439.36,2021,3,1,0,72.30000000000001,0.18011958146487297
2021-03-15,Kenia,Arroz,328.36,15303,bajando,UE,317.16,358.2,2021,3,-1,0,41.039999999999964,0.12498477281033
2021-03-15,Kenia,Soja,495.39,48578,subiendo,África,424.16,560.95,2021,3,1,0,136.79000000000002,0.2761258806193101
2021-03-15,Nueva Zelanda,Trigo,338.52,19048,bajando,China,298.15,354.3,2021,3,-1,0,56.150000000000034,0.16586907715939986
2021-03-15,Nueva Zelanda,Carne_bovina,3706.61,31828,estable,UE,3597.63,4216.84,2021,3,0,0,619.21,0.16705561146168602
2021-03-15,Nueva Zelanda,Maíz,219.81,34645,subiendo,Estados Unidos,188.98,248.03,2021,3,1,0,59.05000000000001,0.26864109913106776
2021-03-15,España,Carne_porcina,2800.57,12953,subiendo,Japón,2475.54,3195.38,2021,3,1,0,719.8400000000001,0.2570333896313965
2021-03-15,España,Maíz,202.2,23291,estable,Sudeste Asiático,192.48,224.29,2021,3,0,0,31.810000000000002,0.1573194856577646
2021-03-15,España,Arroz,367.67,16180,estable,Japón,354.42,415.56,2021,3,0,0,61.139999999999986,0.16629042347757494
2021-04-15,Argentina,Soja,489.39,127871,estable,China,447.33,543.89,2021,4,0,0,96.56,0.19730685138641985
2021-04-15,Argentina,Carne_bovina,4211.83,115586,estable,UE,3828.41,4679.41,2021,4,0,0,851.0,0.20204994028723858
2021-04-15,Argentina,Trigo,315.75,71852,bajando,Estados Unidos,303.69,322.7,2021,4,-1,0,19.00999999999999,0.060205859065716516
2021-04-15,Brasil,Leche,338.84,490758,subiendo,Estados Unidos,297.88,361.01,2021,4,1,0,63.129999999999995,0.18631212371620823
2021-04-15,Brasil,Maíz,202.63,256232,estable,África,172.63,215.51,2021,4,0,0,42.879999999999995,0.21161723338103933
2021-04-15,Brasil,Arroz,419.02,410053,bajando,Oriente Medio,387.18,467.3,2021,4,-1,0,80.12,0.19120805689465897
2021-04-15,Estados Unidos,Carne_bovina,3859.2,221647,estable,Oriente Medio,3766.42,4315.15,2021,4,0,0,548.7299999999996,0.14218749999999988
2021-04-15,Estados Unidos,Carne_porcina,2819.17,330105,estable,México,2482.5,3104.03,2021,4,0,0,621.5300000000002,0.2204655980306261
2021-04-15,Estados Unidos,Soja,539.11,58475,subiendo,Estados Unidos,520.77,552.54,2021,4,1,0,31.769999999999982,0.058930459460963404
2021-04-15,India,Trigo,315.73,123547,estable,México,289.2,334.03,2021,4,0,0,44.829999999999984,0.14198840781680544
2021-04-15,India,Maíz,192.45,98531,estable,UE,179.77,203.39,2021,4,0,0,23.619999999999976,0.12273317744868785
2021-04-15,India,Carne_bovina,4095.63,130031,subiendo,Sudeste Asiático,3530.09,4669.32,2021,4,1,0,1139.2299999999996,0.2781574507462831
2021-04-15,China,Soja,504.39,332732,estable,Estados Unidos,430.45,554.85,2021,4,0,0,124.40000000000003,0.2466345486627412
2021-04-15,China,Carne_bovina,4114.43,371925,subiendo,Sudeste Asiático,3761.97,4481.38,2021,4,1,0,719.4100000000003,0.1748504653135429
2021-04-15,China,Arroz,332.51,376967,estable,Oriente Medio,304.49,370.22,2021,4,0,0,65.73000000000002,0.19767826531532892
2021-04-15,Francia,Soja,491.61,3502,estable,África,461.42,501.48,2021,4,0,0,40.06,0.08148735786497427
2021-04-15,Francia,Leche,375.72,16563,bajando,China,353.34,426.37,2021,4,-1,0,73.03000000000003,0.19437346960502508
2021-04-15,Francia,Trigo,343.13,26569,bajando,África,322.25,375.38,2021,4,-1,0,53.129999999999995,0.15483927374464487
2021-04-15,Alemania,Maíz,195.38,12528,estable,África,187.72,206.1,2021,4,0,0,18.379999999999995,0.09407308834066945
2021-04-15,Alemania,Carne_porcina,2408.09,31191,estable,Oriente Medio,2108.27,2566.77,2021,4,0,0,458.5,0.19039986047033125
2021-04-15,Alemania,Leche,363.3,42831,subiendo,Estados Unidos,341.09,405.48,2021,4,1,0,64.39000000000004,0.17723644371043226
2021-04-15,Australia,Leche,360.08,61004,estable,UE,321.99,374.98,2021,4,0,0,52.99000000000001,0.14716174183514777
2021-04-15,Australia,Trigo,267.86,95951,subiendo,África,252.83,305.67,2021,4,1,0,52.84,0.19726722914955575
2021-04-15,Australia,Arroz,357.5,111994,subiendo,Estados Unidos,322.63,392.03,2021,4,1,0,69.39999999999998,0.19412587412587406
2021-04-15,México,Leche,356.42,45986,bajando,UE,313.32,409.49,2021,4,-1,0,96.17000000000002,0.26982211997082095
2021-04-15,México,Carne_porcina,2587.29,26638,bajando,África,2207.83,2856.26,2021,4,-1,0,648.4300000000003,0.2506213064635199
2021-04-15,México,Soja,549.2,37613,bajando,China,510.37,614.16,2021,4,-1,0,103.78999999999996,0.1889839766933721
2021-04-15,Kenia,Leche,359.93,13724,bajando,UE,347.01,408.95,2021,4,-1,0,61.94,0.17208901730892118
2021-04-15,Kenia,Carne_porcina,2558.81,8418,bajando,Sudeste Asiático,2229.81,2676.23,2021,4,-1,0,446.4200000000001,0.1744639109586097
2021-04-15,Kenia,Trigo,335.98,16467,bajando,China,289.34,358.61,2021,4,-1,0,69.27000000000004,0.20617298648729102
2021-04-15,Nueva Zelanda,Arroz,343.86,22415,bajando,Japón,297.08,383.33,2021,4,-1,0,86.25,0.25082882568487175
2021-04-15,Nueva Zelanda,Trigo,309.22,28491,bajando,UE,272.41,332.53,2021,4,-1,0,60.11999999999995,0.19442468145656797
2021-04-15,Nueva Zelanda,Maíz,211.56,41682,bajando,Estados Unidos,199.0,233.48,2021,4,-1,0,34.47999999999999,0.162979769332577
2021-04-15,España,Maíz,172.64,30925,bajando,UE,162.37,187.85,2021,4,-1,0,25.47999999999999,0.14759036144578308
2021-04-15,España,Trigo,319.14,9626,bajando,China,282.54,330.91,2021,4,-1,0,48.370000000000005,0.15156357711349253
2021-04-15,España,Leche,377.54,23827,bajando,Estados Unidos,364.6,430.99,2021,4,-1,0,66.38999999999999,0.17584891667108116
2021-05-15,Argentina,Carne_bovina,3712.41,142760,bajando,Sudeste Asiático,3415.63,3921.56,2021,5,-1,0,505.92999999999984,0.13628074485307384
2021-05-15,Argentina,Arroz,364.4,98575,estable,África,356.31,413.99,2021,5,0,0,57.68000000000001,0.1582875960482986
2021-05-15,Argentina,Carne_porcina,2496.93,120615,bajando,África,2378.05,2820.05,2021,5,-1,0,442.0,0.17701737733937276
2021-05-15,Brasil,Trigo,284.28,112210,subiendo,Oriente Medio,278.05,290.9,2021,5,1,0,12.849999999999966,0.04520191360630353
2021-05-15,Brasil,Soja,524.83,70658,subiendo,Estados Unidos,500.8,560.74,2021,5,1,0,59.94,0.11420841034239657
2021-05-15,Brasil,Carne_bovina,4007.18,171681,subiendo,Japón,3474.41,4544.37,2021,5,1,0,1069.96,0.26701071576520147
2021-05-15,Estados Unidos,Leche,353.48,52920,bajando,África,322.54,384.52,2021,5,-1,0,61.97999999999996,0.17534231073893844
2021-05-15,Estados Unidos,Maíz,210.89,437005,subiendo,UE,187.04,222.9,2021,5,1,0,35.860000000000014,0.17004125373417428
2021-05-15,Estados Unidos,Trigo,314.99,252283,estable,Sudeste Asiático,273.64,360.73,2021,5,0,0,87.09000000000003,0.2764849677767549
2021-05-15,India,Carne_porcina,2587.34,125622,estable,México,2415.56,2689.44,2021,5,0,0,273.8800000000001,0.10585388854963015
2021-05-15,India,Soja,442.94,145086,estable,Estados Unidos,429.43,468.38,2021,5,0,0,38.94999999999999,0.08793516051835461
2021-05-15,India,Arroz,366.39,67262,subiendo,UE,346.54,382.79,2021,5,1,0,36.25,0.09893828980048583
2021-05-15,China,Maíz,223.28,388243,subiendo,México,207.9,229.46,2021,5,1,0,21.560000000000002,0.09656037262629882
2021-05-15,China,Soja,572.38,322415,subiendo,Oriente Medio,506.04,595.74,2021,5,1,0,89.69999999999999,0.15671407107166566
2021-05-15,China,Carne_porcina,2659.59,62701,estable,Estados Unidos,2525.81,2852.47,2021,5,0,0,326.65999999999985,0.12282344271109451
2021-05-15,Francia,Carne_porcina,2284.92,23943,bajando,Sudeste Asiático,2037.49,2552.45,2021,5,-1,0,514.9599999999998,0.22537331722773654
2021-05-15,Francia,Maíz,200.26,32708,subiendo,Oriente Medio,174.25,219.14,2021,5,1,0,44.889999999999986,0.2241585938280235
2021-05-15,Francia,Arroz,308.2,6913,estable,Sudeste Asiático,277.29,340.72,2021,5,0,0,63.43000000000001,0.2058079169370539
2021-05-15,Alemania,Soja,502.88,12904,estable,Sudeste Asiático,490.23,555.14,2021,5,0,0,64.90999999999997,0.12907651924912497
2021-05-15,Alemania,Carne_porcina,2381.2,15094,subiendo,Sudeste Asiático,2267.7,2654.27,2021,5,1,0,386.57000000000016,0.16234251637829675
2021-05-15,Alemania,Maíz,236.44,13199,subiendo,África,206.56,245.94,2021,5,1,0,39.379999999999995,0.16655388259177803
2021-05-15,Australia,Carne_bovina,4495.86,36426,estable,Oriente Medio,4288.7,4969.91,2021,5,0,0,681.21,0.15151939784601837
2021-05-15,Australia,Leche,370.48,71937,estable,Estados Unidos,326.3,385.92,2021,5,0,0,59.620000000000005,0.16092636579572447
2021-05-15,Australia,Soja,547.1,74099,estable,Japón,487.81,624.88,2021,5,0,0,137.07,0.2505392067263754
2021-05-15,México,Trigo,312.78,49307,estable,Sudeste Asiático,274.76,351.89,2021,5,0,0,77.13,0.24659505083445235
2021-05-15,México,Arroz,365.9,38423,bajando,México,352.18,400.69,2021,5,-1,0,48.50999999999999,0.13257720688712762
2021-05-15,México,Maíz,232.8,47890,estable,UE,203.34,250.98,2021,5,0,0,47.639999999999986,0.2046391752577319
2021-05-15,Kenia,Leche,337.24,29845,subiendo,Estados Unidos,289.09,354.79,2021,5,1,0,65.70000000000005,0.19481674771675972
2021-05-15,Kenia,Carne_bovina,4343.0,35537,bajando,UE,3812.5,4829.54,2021,5,-1,0,1017.04,0.23417913884411695
2021-05-15,Kenia,Arroz,361.33,37589,estable,Japón,313.27,369.88,2021,5,0,0,56.610000000000014,0.1566711870035702
2021-05-15,Nueva Zelanda,Carne_porcina,2671.94,48586,subiendo,Japón,2331.34,3032.22,2021,5,1,0,700.8799999999997,0.26231127944489757
2021-05-15,Nueva Zelanda,Maíz,192.08,40752,estable,Sudeste Asiático,176.22,208.55,2021,5,0,0,32.33000000000001,0.16831528529779263
2021-05-15,Nueva Zelanda,Soja,509.49,14800,estable,África,477.27,543.35,2021,5,0,0,66.08000000000004,0.12969832577675722
2021-05-15,España,Soja,467.41,3650,subiendo,China,414.19,495.11,2021,5,1,0,80.92000000000002,0.17312423782118486
2021-05-15,España,Carne_porcina,2838.19,38530,estable,África,2452.86,2919.46,2021,5,0,0,466.5999999999999,0.16440055105542614
2021-05-15,España,Carne_bovina,4106.84,14765,estable,UE,3503.01,4268.64,2021,5,0,0,765.6300000000001,0.1864280079087571
2021-06-15,Argentina,Carne_bovina,4157.88,34241,bajando,Japón,3792.55,4594.41,2021,6,-1,0,801.8599999999997,0.1928530885932253
2021-06-15,Argentina,Soja,490.65,61467,subiendo,Oriente Medio,480.34,505.74,2021,6,1,0,25.400000000000034,0.051768062773871464
2021-06-15,Argentina,Leche,350.17,40191,subiendo,Oriente Medio,299.84,364.04,2021,6,1,0,64.20000000000005,0.18333952080418095
2021-06-15,Brasil,Soja,472.66,417212,bajando,Oriente Medio,430.43,522.68,2021,6,-1,0,92.24999999999994,0.1951720052469004
2021-06-15,Brasil,Maíz,171.63,441129,estable,UE,148.47,183.6,2021,6,0,0,35.129999999999995,0.2046844957175319
2021-06-15,Brasil,Leche,342.85,71942,subiendo,China,311.32,381.93,2021,6,1,0,70.61000000000001,0.2059501239609159
2021-06-15,Estados Unidos,Carne_porcina,2734.81,153783,estable,Japón,2337.75,2992.82,2021,6,0,0,655.0700000000002,0.2395303512858298
2021-06-15,Estados Unidos,Leche,329.52,331096,subiendo,Estados Unidos,299.59,373.67,2021,6,1,0,74.08000000000004,0.2248118475358098
2021-06-15,Estados Unidos,Carne_bovina,4268.48,104331,subiendo,México,3725.95,4403.85,2021,6,1,0,677.9000000000005,0.1588153159907041
2021-06-15,India,Maíz,191.15,98383,subiendo,África,186.88,198.7,2021,6,1,0,11.819999999999993,0.06183625425058851
2021-06-15,India,Carne_bovina,3551.79,60765,estable,África,3478.25,3784.42,2021,6,0,0,306.1700000000001,0.08620160538770594
2021-06-15,India,Arroz,348.0,10324,subiendo,África,301.6,386.39,2021,6,1,0,84.78999999999996,0.24364942528735622
2021-06-15,China,Arroz,320.45,124385,bajando,Japón,290.04,341.81,2021,6,-1,0,51.76999999999998,0.16155406459666088
2021-06-15,China,Maíz,181.07,210927,subiendo,Japón,173.83,190.79,2021,6,1,0,16.95999999999998,0.09366543325785597
2021-06-15,China,Carne_porcina,2313.54,131878,subiendo,Estados Unidos,2264.3,2639.58,2021,6,1,0,375.27999999999975,0.1622102924522592
2021-06-15,Francia,Arroz,347.94,37538,bajando,México,298.47,381.99,2021,6,-1,0,83.51999999999998,0.2400413864459389
2021-06-15,Francia,Maíz,175.05,6595,bajando,Oriente Medio,168.41,179.06,2021,6,-1,0,10.650000000000006,0.06083976006855187
2021-06-15,Francia,Trigo,248.72,19441,estable,UE,222.48,262.13,2021,6,0,0,39.650000000000006,0.15941621100032166
2021-06-15,Alemania,Leche,338.57,19707,subiendo,Japón,290.37,346.09,2021,6,1,0,55.71999999999997,0.1645745340697639
2021-06-15,Alemania,Soja,500.88,33531,estable,Sudeste Asiático,449.74,569.04,2021,6,0,0,119.29999999999995,0.23818080178885154
2021-06-15,Alemania,Maíz,171.48,30020,estable,África,154.05,184.39,2021,6,0,0,30.339999999999975,0.17693025425705608
2021-06-15,Australia,Soja,455.74,75824,bajando,Oriente Medio,387.54,467.47,2021,6,-1,0,79.93,0.17538508798876554
2021-06-15,Australia,Leche,301.41,144789,subiendo,China,264.32,339.02,2021,6,1,0,74.69999999999999,0.2478351746790086
2021-06-15,Australia,Trigo,313.15,70254,subiendo,Sudeste Asiático,282.41,350.5,2021,6,1,0,68.08999999999997,0.2174357336739581
2021-06-15,México,Maíz,177.13,1860,estable,UE,169.27,196.11,2021,6,0,0,26.840000000000003,0.15152712696889292
